Time rel [s],Day rel [d],Time rel [hh:mm:ss],Date abs [yyyy-mm-dd],Time abs [hh:mm:ss],ActivityClass [],Altitude [m],BodyPosition [],EdaArousalMean [],EdaSclMean [uS],EdaScrAmplitudesMean [uS],EdaScrCount [],EdaScrEnergiesMean [uSs],EdaScrHalfRecoveryTimesMean [s],EdaScrRiseTimesMean [s],InclinationDown [deg],InclinationForward [deg],InclinationRight [deg],MovementAcceleration [g],NonWearTime [],StepCount [steps],TempMean [],VerticalSpeed [m/s],temp [Grad Celsius],Markers,Segment id,
300,0,00:05:00,2023-07-11,16:55:37,1,97.68253426,2,0.101336263,7.483341107,0,0,0,0,0,98.51158958,65.78703672,25.8501778,0.00872484,0,0,29,0.003500495,29,,15,
301,0,00:05:01,2023-07-11,16:55:38,1,97.67280172,2,0.078920761,7.450298746,0,0,0,0,0,98.51158958,65.78703672,25.8501778,0.015461326,0,0,29,0.002115056,29,,15,
302,0,00:05:02,2023-07-11,16:55:39,1,97.68121524,2,0.061463551,7.4088193,0,0,0,0,0,98.51158958,65.78703672,25.8501778,0.01899423,0,0,29,0.001027968,29,,15,
303,0,00:05:03,2023-07-11,16:55:40,1,97.71995558,2,0.047867861,7.371302641,0,0,0,0,0,98.51158958,65.78703672,25.8501778,0.07671084,0,0,29,-0.000190373,29,,15,
304,0,00:05:04,2023-07-11,16:55:41,1,97.80096128,2,0.037279528,7.339740399,0,0,0,0,0,95.6052179,69.49956464,21.32021093,0.033227301,0,0,29,-0.001489083,29,,15,
305,0,00:05:05,2023-07-11,16:55:42,1,97.93280276,2,0.158575368,7.303101714,0.243256584,2,0.091178846,0,0.71875,95.6052179,69.49956464,21.32021093,0.068383673,0,0,29,-0.002558968,29,,15,
306,0,00:05:06,2023-07-11,16:55:43,1,98.10817918,2,0.302026861,7.2988447,0,0,0,0,0,95.6052179,69.49956464,21.32021093,0.102382756,0,0,29,-0.003069141,29,,15,
307,0,00:05:07,2023-07-11,16:55:44,1,98.27420942,2,0.336865833,7.377423374,0.46504543,1,0.305186063,0,1.3125,95.6052179,69.49956464,21.32021093,0.038798973,0,0,29,-0.002843834,29,,15,
308,0,00:05:08,2023-07-11,16:55:45,1,98.3660385,2,0.41268807,7.497180515,0,0,0,0,0,95.94255103,69.79154524,21.13814374,0.021113967,0,0,29,-0.002279077,29,,15,
309,0,00:05:09,2023-07-11,16:55:46,1,98.35090582,2,0.321401792,7.670710764,0,0,0,0,0,95.94255103,69.79154524,21.13814374,0.040094562,0,0,29,-0.0017854,29,,15,
310,0,00:05:10,2023-07-11,16:55:47,1,98.23845803,2,0.250307967,7.846699628,0,0,0,0,0,95.94255103,69.79154524,21.13814374,0.017867875,0,0,29,-0.001450507,29,,15,
311,0,00:05:11,2023-07-11,16:55:48,1,98.08671879,2,0.194940041,7.960835756,0,0,0,0,0,95.94255103,69.79154524,21.13814374,0.006654875,0,0,29,-0.001078528,29,,15,
312,0,00:05:12,2023-07-11,16:55:49,1,97.94886934,2,0.151819456,8.003492524,0,0,0,0,0,96.57731819,70.06242978,21.08301226,0.004250962,0,0,29,-0.000265434,29,,15,
313,0,00:05:13,2023-07-11,16:55:50,1,97.85098486,2,0.118237112,7.985850128,0,0,0,0,0,96.57731819,70.06242978,21.08301226,0.003302863,0,0,29,0.001595741,29,,15,
314,0,00:05:14,2023-07-11,16:55:51,1,97.79391747,2,0.092083155,7.928418252,0,0,0,0,0,96.57731819,70.06242978,21.08301226,0.003693905,0,0,29,0.004823984,29,,15,
315,0,00:05:15,2023-07-11,16:55:52,1,97.76136564,2,0.071714433,7.858661641,0,0,0,0,0,96.57731819,70.06242978,21.08301226,0.008131195,0,0,29,0.009354086,29,,15,
316,0,00:05:16,2023-07-11,16:55:53,1,97.73469416,2,0.143461507,7.793525369,0.159936484,1,0.097461295,0,1.21875,101.0833324,69.06603619,23.93652595,0.030298296,0,0,29,0.014452336,29,,15,
317,0,00:05:17,2023-07-11,16:55:54,1,97.70124665,2,0.273142143,7.754127127,0.349082176,1,0.130905816,1.125,0.75,101.0833324,69.06603619,23.93652595,0.149542029,0,0,29,0.018749733,29,,15,
318,0,00:05:18,2023-07-11,16:55:55,1,97.66071968,2,0.290941098,7.795203096,0,0,0,0,0,101.0833324,69.06603619,23.93652595,0.204331991,0,0,29,0.021249475,29,,15,
319,0,00:05:19,2023-07-11,16:55:56,1,97.62167261,2,0.226585155,7.823658568,0,0,0,0,0,101.0833324,69.06603619,23.93652595,0.216219534,0,0,29,0.021332823,29,,15,
320,0,00:05:20,2023-07-11,16:55:57,1,97.59322759,5,0.176464696,7.972749972,0,0,0,0,0,120.1434721,68.69663845,38.30216923,0.07742181,0,0,29,0.018617775,29,,16,
321,0,00:05:21,2023-07-11,16:55:58,1,97.58139027,5,0.137430844,8.38423715,0,0,0,0,0,120.1434721,68.69663845,38.30216923,0.088802691,0,0,29,0.013493111,29,,16,
322,0,00:05:22,2023-07-11,16:55:59,1,97.5847762,5,0.107031249,8.85879412,0,0,0,0,0,120.1434721,68.69663845,38.30216923,0.027752754,0,0,29,0.007985511,29,,16,
323,0,00:05:23,2023-07-11,16:56:00,1,97.59992618,5,0.08335602,9.067342991,0,0,0,0,0,120.1434721,68.69663845,38.30216923,0.022954144,0,0,29,0.004551121,29,,16,
324,0,00:05:24,2023-07-11,16:56:01,7,97.62473373,5,0.064917734,9.021591831,0,0,0,0,0,120.0747202,68.81778339,38.15663014,0.018085657,0,0,29,0.004551858,29,,16,
325,0,00:05:25,2023-07-11,16:56:02,7,97.6574096,5,0.050557982,8.896205259,0,0,0,0,0,120.0747202,68.81778339,38.15663014,0.006691264,0,0,29,0.007835826,29,,16,
326,0,00:05:26,2023-07-11,16:56:03,7,97.69901658,5,0.039374596,8.748296037,0,0,0,0,0,120.0747202,68.81778339,38.15663014,0.006056716,0,0,29,0.012652035,29,,16,
327,0,00:05:27,2023-07-11,16:56:04,7,97.75694187,5,0.030664966,8.612150329,0,0,0,0,0,120.0747202,68.81778339,38.15663014,0.031456279,0,0,29,0.017406871,29,,16,
328,0,00:05:28,2023-07-11,16:56:05,7,97.8393002,2,0.030879456,8.487388468,0.279568681,1,0.196571729,0,1.40625,89.71508588,58.1886376,31.8129438,0.165653459,0,0,29,0.020994619,29,,16,
329,0,00:05:29,2023-07-11,16:56:06,7,97.95380275,2,0.260484041,8.256551368,0,0,0,0,0,89.71508588,58.1886376,31.8129438,0.559309788,0,1,29,0.022990711,29,,16,
330,0,00:05:30,2023-07-11,16:56:07,7,98.09191947,2,0.355452174,7.989846998,0.445104111,1,0.264280566,0,1.1875,89.71508588,58.1886376,31.8129438,0.286936457,0,2,29,0.023724805,29,,16,
331,0,00:05:31,2023-07-11,16:56:08,7,98.22495749,2,0.376897696,7.831921825,0,0,0,1.25,0,89.71508588,58.1886376,31.8129438,0.31118257,0,1,29,0.023867923,29,,16,
332,0,00:05:32,2023-07-11,16:56:09,7,98.33619035,2,0.29352822,7.957335988,0,0,0,0,0,102.7278022,102.3761263,17.90090653,0.400419029,0,2,29,0.024179357,29,,16,
333,0,00:05:33,2023-07-11,16:56:10,7,98.41961315,2,0.228600008,8.37433852,0,0,0,0,0,102.7278022,102.3761263,17.90090653,0.255499969,0,0,29,0.024869611,29,,16,
334,0,00:05:34,2023-07-11,16:56:11,7,98.47271824,2,0.178033865,8.655886771,0,0,0,0,0,102.7278022,102.3761263,17.90090653,0.137707428,0,0,29,0.025576523,29,,16,
335,0,00:05:35,2023-07-11,16:56:12,7,98.49947939,2,0.138652914,8.785339493,0,0,0,0,0,102.7278022,102.3761263,17.90090653,0.159464865,0,0,29,0.026035808,29,,16,
336,0,00:05:36,2023-07-11,16:56:13,1,98.50578924,2,0.107982998,8.773962891,0,0,0,0,0,102.0628578,103.6311603,18.35988048,0.030169314,0,0,29,0.026249553,29,,16,
337,0,00:05:37,2023-07-11,16:56:14,1,98.498021,2,0.084097243,8.622914289,0,0,0,0,0,102.0628578,103.6311603,18.35988048,0.048241602,0,0,29,0.026331749,29,,16,
338,0,00:05:38,2023-07-11,16:56:15,1,98.4829097,2,0.065494999,8.412657835,0,0,0,0,0,102.0628578,103.6311603,18.35988048,0.062105757,0,0,29,0.026302883,29,,16,
339,0,00:05:39,2023-07-11,16:56:16,1,98.46569697,2,0.051007556,8.212606578,0,0,0,0,0,102.0628578,103.6311603,18.35988048,0.046884998,0,0,29,0.026076702,29,,16,
340,0,00:05:40,2023-07-11,16:56:17,1,98.45362781,2,0.039724725,8.108098907,0,0,0,0,0,82.00871738,86.1059374,8.900742158,0.191684093,0,0,29,0.02572792,29,,17,
341,0,00:05:41,2023-07-11,16:56:18,1,98.45366861,2,0.030937647,8.434674018,0,0,0,0,0,82.00871738,86.1059374,8.900742158,0.448634212,0,0,29,0.025145917,29,,17,
342,0,00:05:42,2023-07-11,16:56:19,1,98.45982881,2,0.024094264,8.930642651,0,0,0,0,0,82.00871738,86.1059374,8.900742158,0.224112925,0,0,29,0.02391648,29,,17,
343,0,00:05:43,2023-07-11,16:56:20,1,98.46064809,2,0.448786181,9.255603584,1.006568187,1,0.503284094,0,1,82.00871738,86.1059374,8.900742158,0.158875239,0,0,29,0.021467013,29,,17,
344,0,00:05:44,2023-07-11,16:56:21,1,98.44938499,2,0.885453366,9.481901594,0,0,0,0,0,67.66873505,81.93537771,23.89318461,0.31754132,0,0,29,0.01697546,29,,17,
345,0,00:05:45,2023-07-11,16:56:22,1,98.42686394,2,0.689591775,9.785397892,0,0,0,0,0,67.66873505,81.93537771,23.89318461,0.096244082,0,0,29,0.01022854,29,,17,
346,0,00:05:46,2023-07-11,16:56:23,1,98.40244799,2,0.537054614,10.08723828,0,0,0,0,0,67.66873505,81.93537771,23.89318461,0.493648676,0,0,29,0.002280843,29,,17,
347,0,00:05:47,2023-07-11,16:56:24,1,98.38193839,2,0.418258554,10.11261231,0,0,0,0,0,67.66873505,81.93537771,23.89318461,0.23201045,0,0,29,-0.005802361,29,,17,
348,0,00:05:48,2023-07-11,16:56:25,1,98.36339178,2,0.32574009,9.875535769,0,0,0,0,0,70.04501662,81.01489036,22.0440605,0.306001279,0,0,29,-0.013014758,29,,17,
349,0,00:05:49,2023-07-11,16:56:26,1,98.34826604,2,0.253686637,9.732697389,0,0,0,0,0,70.04501662,81.01489036,22.0440605,0.110024332,0,0,29,-0.018458784,29,,17,
350,0,00:05:50,2023-07-11,16:56:27,1,98.34262732,2,0.197571351,10.10757288,0,0,0,0,0,70.04501662,81.01489036,22.0440605,0.179961956,0,0,29,-0.021549605,29,,17,
351,0,00:05:51,2023-07-11,16:56:28,1,98.34839691,2,0.153868723,10.45511413,0,0,0,0,0,70.04501662,81.01489036,22.0440605,0.115833786,0,0,29,-0.022591278,29,,17,
352,0,00:05:52,2023-07-11,16:56:29,1,98.36270978,2,0.370952762,10.41558142,0.784649148,1,0.404584717,1.53125,1.03125,65.26837837,84.38392668,25.44608861,0.195447767,0,0,29,-0.022321335,29,,17,
353,0,00:05:53,2023-07-11,16:56:30,1,98.38095807,2,0.701073894,10.18224667,0,0,0,0,0,65.26837837,84.38392668,25.44608861,0.089195177,0,0,29,-0.021490386,29,,17,
354,0,00:05:54,2023-07-11,16:56:31,1,98.40351929,2,0.56128305,9.990867661,0.386944587,1,0.187426284,1.4375,0.96875,65.26837837,84.38392668,25.44608861,0.112197966,0,0,29,-0.020931429,29,,17,
355,0,00:05:55,2023-07-11,16:56:32,1,98.42824816,2,0.464801941,9.819527658,0,0,0,0,0,65.26837837,84.38392668,25.44608861,0.060010003,0,0,29,-0.021232212,29,,17,
356,0,00:05:56,2023-07-11,16:56:33,1,98.45051978,2,0.361988116,9.705579788,0,0,0,0,0,81.67823327,82.98892459,10.91375919,0.086825292,0,0,29,-0.022444035,29,,17,
357,0,00:05:57,2023-07-11,16:56:34,1,98.46184358,2,0.281916628,9.56334713,0,0,0,0,0,81.67823327,82.98892459,10.91375919,0.562492637,0,0,29,-0.023987989,29,,17,
358,0,00:05:58,2023-07-11,16:56:35,1,98.4460911,2,0.219556891,9.291494284,0,0,0,0,0,81.67823327,82.98892459,10.91375919,0.188865512,0,0,29,-0.025098517,29,,17,
359,0,00:05:59,2023-07-11,16:56:36,1,98.38854714,2,0.170991078,9.002453831,0,0,0,0,0,81.67823327,82.98892459,10.91375919,0.071740235,0,0,29,-0.025297929,29,,17,
360,0,00:06:00,2023-07-11,16:56:37,7,98.29110195,2,0.133167986,8.777105582,0,0,0,0,0,78.50766513,46.29107128,45.98393328,0.241223188,0,1,29,-0.024726139,29,,18,
361,0,00:06:01,2023-07-11,16:56:38,7,98.16792189,2,0.103711332,8.602499933,0,0,0,0,0,78.50766513,46.29107128,45.98393328,0.302593046,0,2,29,-0.023926251,29,,18,
362,0,00:06:02,2023-07-11,16:56:39,7,98.04218517,2,0.080770466,8.444450948,0,0,0,0,0,78.50766513,46.29107128,45.98393328,0.334238095,0,1,29,-0.023224868,29,,18,
363,0,00:06:03,2023-07-11,16:56:40,7,97.93741351,2,0.098927324,8.297801614,0.33655162,1,0.199827525,0,1.1875,78.50766513,46.29107128,45.98393328,0.384342623,0,1,29,-0.022553291,29,,18,
364,0,00:06:04,2023-07-11,16:56:41,7,97.87454083,2,0.314880714,8.168559496,0,0,0,0,0,105.4069933,71.41252666,24.51631611,0.366763109,0,1,29,-0.021885171,29,,18,
365,0,00:06:05,2023-07-11,16:56:42,7,97.85064219,2,0.413381801,8.120526636,0.437532773,1,0.232439286,1.6875,1.0625,105.4069933,71.41252666,24.51631611,0.46451345,0,2,29,-0.021560017,29,,18,
366,0,00:06:06,2023-07-11,16:56:43,7,97.85070228,2,0.340074044,8.202568322,0,0,0,0,0,105.4069933,71.41252666,24.51631611,0.326190354,0,1,29,-0.021865596,29,,18,
367,0,00:06:07,2023-07-11,16:56:44,7,97.8596885,2,0.268640776,8.326350227,0.371477765,1,0.290217004,0,1.5625,105.4069933,71.41252666,24.51631611,0.195977234,0,1,29,-0.022774496,29,,18,
368,0,00:06:08,2023-07-11,16:56:45,7,97.85868554,2,0.352567772,8.389302124,0,0,0,0,0,98.23458219,73.99115077,18.10501969,0.366801324,0,1,29,-0.024017199,29,marker,18,
369,0,00:06:09,2023-07-11,16:56:46,7,97.83789366,2,0.284252433,8.425622512,0,0,0,0,0,98.23458219,73.99115077,18.10501969,0.203876581,0,0,29,-0.025499075,29,,18,
370,0,00:06:10,2023-07-11,16:56:47,7,97.8027916,2,0.221376017,8.477098444,0,0,0,0,0,98.23458219,73.99115077,18.10501969,0.400071157,0,0,29,-0.026989793,29,,18,
371,0,00:06:11,2023-07-11,16:56:48,7,97.76417713,2,0.172407816,8.522164231,0,0,0,0,0,98.23458219,73.99115077,18.10501969,0.114223571,0,0,29,-0.02813497,29,,18,
372,0,00:06:12,2023-07-11,16:56:49,2,97.7327911,5,0.135686696,8.552363304,0.137690868,1,0.088208212,2.15625,1.28125,121.625755,63.68797832,43.36281806,0.162162107,0,0,29,-0.028385198,29,,18,
373,0,00:06:13,2023-07-11,16:56:50,2,97.71574504,5,0.130769335,8.556800207,0,0,0,0,0,121.625755,63.68797832,43.36281806,0.060093828,0,0,29,-0.027177418,29,,18,
374,0,00:06:14,2023-07-11,16:56:51,2,97.70980592,5,0.103776641,8.562560811,0,0,0,0,0,121.625755,63.68797832,43.36281806,0.056785846,0,0,29,-0.024270503,29,,18,
375,0,00:06:15,2023-07-11,16:56:52,2,97.7085867,5,0.08082133,8.570022811,0,0,0,0,0,121.625755,63.68797832,43.36281806,0.029901591,0,0,29,-0.019992566,29,,18,
376,0,00:06:16,2023-07-11,16:56:53,2,97.70841723,5,0.062943715,8.55543219,0,0,0,0,0,120.7940074,63.1872984,43.02545201,0.012993177,0,0,29,-0.015090811,29,,18,
377,0,00:06:17,2023-07-11,16:56:54,2,97.70934634,5,0.049020614,8.516974103,0,0,0,0,0,120.7940074,63.1872984,43.02545201,0.012347241,0,0,29,-0.010711462,29,,18,
378,0,00:06:18,2023-07-11,16:56:55,2,97.71359607,5,0.038177293,8.462829892,0,0,0,0,0,120.7940074,63.1872984,43.02545201,0.004139979,0,0,29,-0.007692775,29,,18,
379,0,00:06:19,2023-07-11,16:56:56,2,97.71738684,5,0.029732506,8.404694121,0,0,0,0,0,120.7940074,63.1872984,43.02545201,0.005099674,0,0,29,-0.006401594,29,,18,
380,0,00:06:20,2023-07-11,16:56:57,2,97.71429461,5,0.023155699,8.349160235,0,0,0,0,0,120.72281,63.58241398,42.64528108,0.00467296,0,0,29,-0.00622484,29,,19,
381,0,00:06:21,2023-07-11,16:56:58,2,97.70224941,5,0.018033676,8.298570866,0,0,0,0,0,120.72281,63.58241398,42.64528108,0.004743706,0,0,29,-0.006348194,29,,19,
382,0,00:06:22,2023-07-11,16:56:59,2,97.6844593,5,0.014044641,8.253472635,0,0,0,0,0,120.72281,63.58241398,42.64528108,0.003055768,0,0,29,-0.006390068,29,,19,
383,0,00:06:23,2023-07-11,16:57:00,2,97.66404611,5,0.010937978,8.215359804,0,0,0,0,0,120.72281,63.58241398,42.64528108,0.003090223,0,0,29,-0.006051524,29,,19,
384,0,00:06:24,2023-07-11,16:57:01,2,97.64554417,5,0.008518505,8.18713149,0,0,0,0,0,120.8819242,64.06120798,42.40523932,0.005560932,0,0,29,-0.005314714,29,,19,
385,0,00:06:25,2023-07-11,16:57:02,2,97.63460564,5,0.006634219,8.195017355,0,0,0,0,0,120.8819242,64.06120798,42.40523932,0.008355304,0,0,29,-0.004486143,29,,19,
386,0,00:06:26,2023-07-11,16:57:03,2,97.63867286,5,0.005166735,8.28270161,0,0,0,0,0,120.8819242,64.06120798,42.40523932,0.017677326,0,0,29,-0.003904116,29,,19,
387,0,00:06:27,2023-07-11,16:57:04,2,97.65794597,5,0.004023857,8.468692364,0,0,0,0,0,120.8819242,64.06120798,42.40523932,0.005999349,0,0,29,-0.003860097,29,,19,
388,0,00:06:28,2023-07-11,16:57:05,2,97.68470257,5,0.003133783,8.640859045,0,0,0,0,0,120.5848863,64.19073562,42.04085018,0.009127915,0,0,29,-0.004295795,29,,19,
389,0,00:06:29,2023-07-11,16:57:06,2,97.71131754,5,0.002440593,8.675458475,0,0,0,0,0,120.5848863,64.19073562,42.04085018,0.006220916,0,0,29,-0.004704078,29,,19,
390,0,00:06:30,2023-07-11,16:57:07,2,97.73028836,5,0.001900735,8.616960654,0,0,0,0,0,120.5848863,64.19073562,42.04085018,0.011145166,0,0,29,-0.00475901,29,,19,
391,0,00:06:31,2023-07-11,16:57:08,2,97.73155279,5,0.001480294,8.615168717,0,0,0,0,0,120.5848863,64.19073562,42.04085018,0.006549321,0,0,29,-0.004584441,29,,19,
392,0,00:06:32,2023-07-11,16:57:09,2,97.71432302,5,0.001152854,8.648770416,0,0,0,0,0,120.3053723,64.25329474,41.74591162,0.007636803,0,0,29,-0.004422803,29,,19,
393,0,00:06:33,2023-07-11,16:57:10,2,97.6888946,5,0.000897844,8.680406962,0,0,0,0,0,120.3053723,64.25329474,41.74591162,0.003228737,0,0,29,-0.004511539,29,,19,
394,0,00:06:34,2023-07-11,16:57:11,2,97.67012183,5,0.000699242,8.702773636,0,0,0,0,0,120.3053723,64.25329474,41.74591162,0.003717647,0,0,29,-0.00461684,29,,19,
395,0,00:06:35,2023-07-11,16:57:12,2,97.66660466,5,0.00054457,8.720471341,0,0,0,0,0,120.3053723,64.25329474,41.74591162,0.002685903,0,0,29,-0.00430261,29,,19,
396,0,00:06:36,2023-07-11,16:57:13,2,97.67437652,5,0.000424111,8.725844871,0,0,0,0,0,120.3148453,64.24128707,41.76367817,0.002373054,0,0,29,-0.003409999,29,,19,
397,0,00:06:37,2023-07-11,16:57:14,2,97.68319135,5,0.000330298,8.709438754,0,0,0,0,0,120.3148453,64.24128707,41.76367817,0.003175752,0,0,29,-0.002254477,29,,19,
398,0,00:06:38,2023-07-11,16:57:15,2,97.68376696,5,0.000257237,8.67337744,0,0,0,0,0,120.3148453,64.24128707,41.76367817,0.002920439,0,0,29,-0.001106741,29,,19,
399,0,00:06:39,2023-07-11,16:57:16,2,97.67269345,5,0.000200336,8.625101098,0,0,0,0,0,120.3148453,64.24128707,41.76367817,0.002863246,0,0,29,3.76608E-05,29,,19,
400,0,00:06:40,2023-07-11,16:57:17,2,97.65095775,5,0.000156022,8.572436908,0,0,0,0,0,120.3511244,64.32079923,41.73293452,0.009005161,0,0,29,0.001256064,29,,20,
401,0,00:06:41,2023-07-11,16:57:18,2,97.62084828,5,0.00012151,8.520305079,0,0,0,0,0,120.3511244,64.32079923,41.73293452,0.004083906,0,0,29,0.002359314,29,,20,
402,0,00:06:42,2023-07-11,16:57:19,2,97.59116697,5,9.4632E-05,8.472783836,0,0,0,0,0,120.3511244,64.32079923,41.73293452,0.003797879,0,0,29,0.003057731,29,,20,
403,0,00:06:43,2023-07-11,16:57:20,2,97.57338765,5,7.36995E-05,8.430953149,0,0,0,0,0,120.3511244,64.32079923,41.73293452,0.003482091,0,0,29,0.003274035,29,,20,
404,0,00:06:44,2023-07-11,16:57:21,2,97.57057541,5,5.73972E-05,8.393950997,0,0,0,0,0,120.382325,64.28092898,41.79168593,0.004125583,0,0,29,0.003018818,29,,20,
405,0,00:06:45,2023-07-11,16:57:22,2,97.57546844,5,4.4701E-05,8.348735833,0,0,0,0,0,120.382325,64.28092898,41.79168593,0.003984021,0,0,29,0.002541113,29,,20,
406,0,00:06:46,2023-07-11,16:57:23,2,97.58108506,5,3.48132E-05,8.298329989,0,0,0,0,0,120.382325,64.28092898,41.79168593,0.004253976,0,0,29,0.002387393,29,,20,
407,0,00:06:47,2023-07-11,16:57:24,2,97.58276143,5,2.71125E-05,8.250951023,0,0,0,0,0,120.382325,64.28092898,41.79168593,0.004193633,0,0,29,0.00290693,29,,20,
408,0,00:06:48,2023-07-11,16:57:25,2,97.58349848,5,2.11153E-05,8.217395193,0,0,0,0,0,120.0959414,64.23285317,41.57867737,0.009724988,0,0,29,0.004005775,29,,20,
409,0,00:06:49,2023-07-11,16:57:26,2,97.58951892,5,1.64446E-05,8.19996262,0,0,0,0,0,120.0959414,64.23285317,41.57867737,0.00515452,0,0,29,0.005141554,29,,20,
410,0,00:06:50,2023-07-11,16:57:27,2,97.60335943,5,1.28071E-05,8.18626918,0,0,0,0,0,120.0959414,64.23285317,41.57867737,0.00425445,0,0,29,0.005878854,29,,20,
411,0,00:06:51,2023-07-11,16:57:28,2,97.61907946,5,9.97414E-06,8.169610116,0,0,0,0,0,120.0959414,64.23285317,41.57867737,0.005655102,0,0,29,0.006222648,29,,20,
412,0,00:06:52,2023-07-11,16:57:29,2,97.6319506,5,7.76787E-06,8.149579509,0,0,0,0,0,120.2259598,64.25443256,41.67541863,0.003568371,0,0,29,0.006214098,29,,20,
413,0,00:06:53,2023-07-11,16:57:30,2,97.64663633,5,6.04962E-06,8.128405683,0,0,0,0,0,120.2259598,64.25443256,41.67541863,0.003909557,0,0,29,0.005914841,29,,20,
414,0,00:06:54,2023-07-11,16:57:31,2,97.67103148,5,4.71145E-06,8.10787089,0,0,0,0,0,120.2259598,64.25443256,41.67541863,0.003288976,0,0,29,0.005621698,29,,20,
415,0,00:06:55,2023-07-11,16:57:32,2,97.70709295,5,3.66928E-06,8.089775889,0,0,0,0,0,120.2259598,64.25443256,41.67541863,0.004964979,0,0,29,0.005589284,29,,20,
416,0,00:06:56,2023-07-11,16:57:33,2,97.74662018,5,2.85764E-06,8.076835104,0,0,0,0,0,120.2996718,64.28095873,41.71913128,0.003481494,0,0,29,0.00588858,29,,20,
417,0,00:06:57,2023-07-11,16:57:34,2,97.77964959,5,2.22553E-06,8.066368121,0,0,0,0,0,120.2996718,64.28095873,41.71913128,0.003750861,0,0,29,0.006218346,29,,20,
418,0,00:06:58,2023-07-11,16:57:35,2,97.79886327,5,1.73325E-06,8.054733885,0,0,0,0,0,120.2996718,64.28095873,41.71913128,0.003207133,0,0,29,0.006145739,29,,20,
419,0,00:06:59,2023-07-11,16:57:36,2,97.80398064,5,1.34985E-06,8.038084552,0,0,0,0,0,120.2996718,64.28095873,41.71913128,0.002859132,0,0,29,0.0057719,29,,20,
420,0,00:07:00,2023-07-11,16:57:37,2,97.80078718,5,1.05127E-06,8.016832453,0,0,0,0,0,120.3416413,64.27184558,41.76312161,0.003223467,0,0,29,0.005590188,29,,21,
421,0,00:07:01,2023-07-11,16:57:38,2,97.79862399,5,8.18728E-07,7.995138203,0,0,0,0,0,120.3416413,64.27184558,41.76312161,0.002523104,0,0,29,0.005846046,29,,21,
422,0,00:07:02,2023-07-11,16:57:39,2,97.80506208,5,6.37626E-07,7.981795049,0,0,0,0,0,120.3416413,64.27184558,41.76312161,0.004012754,0,0,29,0.006524668,29,,21,
423,0,00:07:03,2023-07-11,16:57:40,2,97.81922689,5,4.96583E-07,7.975398175,0,0,0,0,0,120.3416413,64.27184558,41.76312161,0.0039894,0,0,29,0.007285765,29,,21,
424,0,00:07:04,2023-07-11,16:57:41,2,97.83709143,5,3.8674E-07,7.968965757,0,0,0,0,0,120.3691591,64.30267179,41.76302111,0.003581223,0,0,29,0.007708686,29,,21,
425,0,00:07:05,2023-07-11,16:57:42,2,97.85483332,5,3.01193E-07,7.95884905,0,0,0,0,0,120.3691591,64.30267179,41.76302111,0.004021436,0,0,29,0.0075925,29,,21,
426,0,00:07:06,2023-07-11,16:57:43,2,97.86340018,5,2.34569E-07,7.943514753,0,0,0,0,0,120.3691591,64.30267179,41.76302111,0.003073654,0,0,29,0.007070102,29,,21,
427,0,00:07:07,2023-07-11,16:57:44,2,97.85529736,5,1.82683E-07,7.924640981,0,0,0,0,0,120.3691591,64.30267179,41.76302111,0.00308091,0,0,29,0.006324065,29,,21,
428,0,00:07:08,2023-07-11,16:57:45,2,97.83572268,5,1.42274E-07,7.906141042,0,0,0,0,0,119.1178921,63.65335437,41.19277336,0.003486788,0,0,29,0.005329907,29,,21,
429,0,00:07:09,2023-07-11,16:57:46,2,97.81304698,5,1.10803E-07,7.895069727,0,0,0,0,0,119.1178921,63.65335437,41.19277336,0.003191475,0,0,29,0.003984931,29,,21,
430,0,00:07:10,2023-07-11,16:57:47,2,97.79161711,5,8.62933E-08,7.900446806,0,0,0,0,0,119.1178921,63.65335437,41.19277336,0.005596174,0,0,29,0.002461751,29,,21,
431,0,00:07:11,2023-07-11,16:57:48,2,97.77149901,5,6.72053E-08,7.908077653,0,0,0,0,0,119.1178921,63.65335437,41.19277336,0.070510446,0,0,29,0.00118831,29,,21,
432,0,00:07:12,2023-07-11,16:57:49,2,97.75161409,5,5.23395E-08,7.838118682,0,0,0,0,0,119.3194192,63.71095823,41.31978772,0.037534543,0,0,29,0.000433272,29,,21,
433,0,00:07:13,2023-07-11,16:57:50,2,97.73796051,5,0.015763245,7.669919108,0.32423172,1,0.16718198,0,1.03125,119.3194192,63.71095823,41.31978772,0.128373777,0,0,29,0.00033163,29,,21,
434,0,00:07:14,2023-07-11,16:57:51,2,97.73758389,5,0.303056237,7.472130523,0,0,0,0,0,119.3194192,63.71095823,41.31978772,0.08416872,0,0,29,0.000741414,29,,21,
435,0,00:07:15,2023-07-11,16:57:52,2,97.75062039,5,0.245865009,7.329464995,0,0,0,0,0,119.3194192,63.71095823,41.31978772,0.05129819,0,0,29,0.001342011,29,,21,
436,0,00:07:16,2023-07-11,16:57:53,2,97.77197679,5,0.191479862,7.256795669,0,0,0,0,0,120.5156702,64.36825859,41.84029378,0.013422243,0,0,29,0.001755743,29,,21,
437,0,00:07:17,2023-07-11,16:57:54,2,97.79478568,5,0.149124666,7.223201844,0,0,0,0,0,120.5156702,64.36825859,41.84029378,0.015318605,0,0,29,0.001739606,29,,21,
