Time rel [s],Day rel [d],Time rel [hh:mm:ss],Date abs [yyyy-mm-dd],Time abs [hh:mm:ss],ActivityClass [],Altitude [m],BodyPosition [],EdaArousalMean [],EdaSclMean [uS],EdaScrAmplitudesMean [uS],EdaScrCount [],EdaScrEnergiesMean [uSs],EdaScrHalfRecoveryTimesMean [s],EdaScrRiseTimesMean [s],InclinationDown [deg],InclinationForward [deg],InclinationRight [deg],MovementAcceleration [g],NonWearTime [],StepCount [steps],TempMean [],VerticalSpeed [m/s],temp [Grad Celsius],Markers,Segment id,
608,0,00:10:08,2023-07-11,17:00:45,2,98.08187367,5,0.006518652,5.499348507,0,0,0,0,0,133.2812496,66.5192733,52.46237001,0.006026259,0,0,29,0.0013751,29,,30,
609,0,00:10:09,2023-07-11,17:00:46,2,98.09592355,5,0.005076731,5.47544694,0,0,0,0,0,133.2812496,66.5192733,52.46237001,0.00390113,0,0,29,0.001531803,29,,30,
610,0,00:10:10,2023-07-11,17:00:47,2,98.10962771,5,0.003953762,5.455899878,0,0,0,0,0,133.2812496,66.5192733,52.46237001,0.003544723,0,0,29,0.00143489,29,,30,
611,0,00:10:11,2023-07-11,17:00:48,2,98.12093042,5,0.003079193,5.444054434,0,0,0,0,0,133.2812496,66.5192733,52.46237001,0.004026362,0,0,29,0.001156356,29,,30,
612,0,00:10:12,2023-07-11,17:00:49,2,98.12758224,5,0.002398078,5.435719944,0,0,0,0,0,133.2794855,66.52566984,52.45570983,0.003709844,0,0,29,0.000685699,29,,30,
613,0,00:10:13,2023-07-11,17:00:50,2,98.12749116,5,0.001867625,5.42629186,0,0,0,0,0,133.2794855,66.52566984,52.45570983,0.003403559,0,0,29,0.000191553,29,,30,
614,0,00:10:14,2023-07-11,17:00:51,2,98.11823443,5,0.001454508,5.414237304,0,0,0,0,0,133.2794855,66.52566984,52.45570983,0.00312624,0,0,29,-0.000112941,29,,30,
615,0,00:10:15,2023-07-11,17:00:52,2,98.10184889,5,0.001132772,5.397064461,0,0,0,0,0,133.2794855,66.52566984,52.45570983,0.00415522,0,0,29,-0.000380106,29,,30,
616,0,00:10:16,2023-07-11,17:00:53,2,98.08420631,5,0.000882204,5.373838712,0,0,0,0,0,133.3972417,66.52694615,52.57646765,0.003855582,0,0,29,-0.000672783,29,,30,
617,0,00:10:17,2023-07-11,17:00:54,2,98.06928947,5,0.000687061,5.348960142,0,0,0,0,0,133.3972417,66.52694615,52.57646765,0.003801302,0,0,29,-0.000939707,29,,30,
618,0,00:10:18,2023-07-11,17:00:55,2,98.06194421,5,0.000535084,5.324923484,0,0,0,0,0,133.3972417,66.52694615,52.57646765,0.003441403,0,0,29,-0.001170267,29,,30,
619,0,00:10:19,2023-07-11,17:00:56,2,98.05956572,5,0.000416723,5.299034302,0,0,0,0,0,133.3972417,66.52694615,52.57646765,0.004334413,0,0,29,-0.001312167,29,,30,
620,0,00:10:20,2023-07-11,17:00:57,2,98.05388453,5,0.000324545,5.268844523,0,0,0,0,0,133.7136957,66.58630104,52.85939516,0.004602475,0,0,29,-0.001258567,29,,31,
621,0,00:10:21,2023-07-11,17:00:58,2,98.04180044,5,0.000252756,5.240120833,0,0,0,0,0,133.7136957,66.58630104,52.85939516,0.003918565,0,0,29,-0.000985237,29,,31,
622,0,00:10:22,2023-07-11,17:00:59,2,98.02930672,5,0.000196846,5.21646302,0,0,0,0,0,133.7136957,66.58630104,52.85939516,0.003188313,0,0,29,-0.000617704,29,,31,
623,0,00:10:23,2023-07-11,17:01:00,2,98.02138956,5,0.000153304,5.196400196,0,0,0,0,0,133.7136957,66.58630104,52.85939516,0.003722226,0,0,29,-0.000334607,29,,31,
624,0,00:10:24,2023-07-11,17:01:01,2,98.0180496,5,0.000119393,5.179716923,0,0,0,0,0,133.7235558,66.62308126,52.84178065,0.004151017,0,0,29,-0.000200644,29,,31,
625,0,00:10:25,2023-07-11,17:01:02,2,98.01546192,5,9.29836E-05,5.16476147,0,0,0,0,0,133.7235558,66.62308126,52.84178065,0.003426921,0,0,28.9,-0.000201146,28.9,,31,
626,0,00:10:26,2023-07-11,17:01:03,2,98.00712978,5,7.24157E-05,5.150247029,0,0,0,0,0,133.7235558,66.62308126,52.84178065,0.003568899,0,0,28.9,-0.000147847,28.9,,31,
627,0,00:10:27,2023-07-11,17:01:04,2,97.99609022,5,5.63974E-05,5.136954977,0,0,0,0,0,133.7235558,66.62308126,52.84178065,0.00321597,0,0,28.9,-2.49257E-05,28.9,,31,
628,0,00:10:28,2023-07-11,17:01:05,2,97.9901044,5,4.39223E-05,5.125873126,0,0,0,0,0,133.8170214,66.6296782,52.9338222,0.003202955,0,0,28.9,0.000112236,28.9,,31,
629,0,00:10:29,2023-07-11,17:01:06,2,97.99123066,5,3.42067E-05,5.114685803,0,0,0,0,0,133.8170214,66.6296782,52.9338222,0.003094451,0,0,28.9,0.000406898,28.9,,31,
630,0,00:10:30,2023-07-11,17:01:07,2,97.99760671,5,2.66402E-05,5.102742305,0,0,0,0,0,133.8170214,66.6296782,52.9338222,0.003323697,0,0,28.9,0.000844146,28.9,,31,
631,0,00:10:31,2023-07-11,17:01:08,2,98.00440775,5,2.07474E-05,5.091372535,0,0,0,0,0,133.8170214,66.6296782,52.9338222,0.003534182,0,0,28.9,0.001179493,28.9,,31,
632,0,00:10:32,2023-07-11,17:01:09,2,98.01102592,5,1.61581E-05,5.082091014,0,0,0,0,0,133.8383857,66.69471424,52.90683114,0.003384509,0,0,28.9,0.001274655,28.9,,31,
633,0,00:10:33,2023-07-11,17:01:10,2,98.01731542,5,1.2584E-05,5.073520568,0,0,0,0,0,133.8383857,66.69471424,52.90683114,0.00353038,0,0,28.9,0.001180199,28.9,,31,
634,0,00:10:34,2023-07-11,17:01:11,2,98.02424717,5,9.8004E-06,5.064232776,0,0,0,0,0,133.8383857,66.69471424,52.90683114,0.004464988,0,0,28.9,0.00116592,28.9,,31,
635,0,00:10:35,2023-07-11,17:01:12,2,98.03455093,5,7.63256E-06,5.05410651,0,0,0,0,0,133.8383857,66.69471424,52.90683114,0.005644785,0,0,28.9,0.001605842,28.9,,31,
636,0,00:10:36,2023-07-11,17:01:13,2,98.05184411,5,5.94424E-06,5.043239448,0,0,0,0,0,133.803081,66.70450645,52.86278363,0.00407362,0,0,28.9,0.002590736,28.9,,31,
637,0,00:10:37,2023-07-11,17:01:14,2,98.07217007,5,4.62938E-06,5.030783068,0,0,0,0,0,133.803081,66.70450645,52.86278363,0.003851326,0,0,28.9,0.003682439,28.9,,31,
638,0,00:10:38,2023-07-11,17:01:15,2,98.09010487,5,3.60536E-06,5.017134007,0,0,0,0,0,133.803081,66.70450645,52.86278363,0.006534927,0,0,28.9,0.004415309,28.9,,31,
639,0,00:10:39,2023-07-11,17:01:16,2,98.10379446,5,2.80786E-06,5.003305008,0,0,0,0,0,133.803081,66.70450645,52.86278363,0.003687845,0,0,28.9,0.004708213,28.9,,31,
640,0,00:10:40,2023-07-11,17:01:17,2,98.11664287,5,2.18676E-06,4.989618232,0,0,0,0,0,133.9107795,66.7477705,52.94198303,0.004283721,0,0,28.9,0.004771806,28.9,,32,
641,0,00:10:41,2023-07-11,17:01:18,2,98.1268594,5,1.70305E-06,4.976941568,0,0,0,0,0,133.9107795,66.7477705,52.94198303,0.003153597,0,0,28.9,0.004990927,28.9,,32,
642,0,00:10:42,2023-07-11,17:01:19,2,98.13074602,5,1.32634E-06,4.964787935,0,0,0,0,0,133.9107795,66.7477705,52.94198303,0.003018937,0,0,28.9,0.005426257,28.9,,32,
643,0,00:10:43,2023-07-11,17:01:20,2,98.13003447,5,1.03295E-06,4.952669131,0,0,0,0,0,133.9107795,66.7477705,52.94198303,0.003390955,0,0,28.9,0.00595887,28.9,,32,
644,0,00:10:44,2023-07-11,17:01:21,2,98.12632911,5,8.04466E-07,4.940479323,0,0,0,0,0,133.9196221,66.7653523,52.93791339,0.003201193,0,0,28.9,0.006466364,28.9,,32,
645,0,00:10:45,2023-07-11,17:01:22,2,98.1184116,5,6.26518E-07,4.928315701,0,0,0,0,0,133.9196221,66.7653523,52.93791339,0.00282351,0,0,28.9,0.006861971,28.9,,32,
646,0,00:10:46,2023-07-11,17:01:23,2,98.10625447,5,4.87933E-07,4.915445357,0,0,0,0,0,133.9196221,66.7653523,52.93791339,0.003442739,0,0,28.9,0.007209062,28.9,,32,
647,0,00:10:47,2023-07-11,17:01:24,2,98.09616997,5,3.80003E-07,4.902079092,0,0,0,0,0,133.9196221,66.7653523,52.93791339,0.002789981,0,0,28.9,0.007387461,28.9,,32,
648,0,00:10:48,2023-07-11,17:01:25,2,98.09337739,5,2.95946E-07,4.888711803,0,0,0,0,0,134.000033,66.79158628,53.0017128,0.003915907,0,0,28.9,0.007316247,28.9,,32,
649,0,00:10:49,2023-07-11,17:01:26,2,98.10045396,5,2.30483E-07,4.877469271,0,0,0,0,0,134.000033,66.79158628,53.0017128,0.003828357,0,0,28.9,0.007076529,28.9,,32,
650,0,00:10:50,2023-07-11,17:01:27,2,98.11693179,5,1.79501E-07,4.869188068,0,0,0,0,0,134.000033,66.79158628,53.0017128,0.003322076,0,0,28.9,0.006703832,28.9,,32,
651,0,00:10:51,2023-07-11,17:01:28,2,98.13609747,5,1.39795E-07,4.861334271,0,0,0,0,0,134.000033,66.79158628,53.0017128,0.003864242,0,0,28.9,0.006001203,28.9,,32,
652,0,00:10:52,2023-07-11,17:01:29,2,98.14943353,5,1.08873E-07,4.852853078,0,0,0,0,0,133.9383769,66.35907593,53.26622635,0.004569642,0,0,28.9,0.005021442,28.9,,32,
653,0,00:10:53,2023-07-11,17:01:30,2,98.15458779,5,8.479E-08,4.843724417,0,0,0,0,0,133.9383769,66.35907593,53.26622635,0.014339742,0,0,28.9,0.003948113,28.9,,32,
654,0,00:10:54,2023-07-11,17:01:31,2,98.1538443,5,6.60346E-08,4.835535902,0,0,0,0,0,133.9383769,66.35907593,53.26622635,0.018385194,0,0,28.9,0.003198783,28.9,,32,
655,0,00:10:55,2023-07-11,17:01:32,2,98.15186667,5,5.14278E-08,4.838752144,0,0,0,0,0,133.9383769,66.35907593,53.26622635,0.007759368,0,0,28.9,0.003014532,28.9,,32,
656,0,00:10:56,2023-07-11,17:01:33,2,98.15345166,5,4.0052E-08,4.850731295,0,0,0,0,0,133.9708569,66.1753007,53.44150306,0.005084433,0,0,28.9,0.00338281,28.9,,32,
657,0,00:10:57,2023-07-11,17:01:34,2,98.16291162,5,3.11925E-08,4.860810298,0,0,0,0,0,133.9708569,66.1753007,53.44150306,0.003441219,0,0,28.9,0.004111773,28.9,,32,
658,0,00:10:58,2023-07-11,17:01:35,2,98.1787552,5,2.42928E-08,4.861220623,0,0,0,0,0,133.9708569,66.1753007,53.44150306,0.003672632,0,0,28.9,0.004737304,28.9,,32,
659,0,00:10:59,2023-07-11,17:01:36,2,98.19660388,5,1.89192E-08,4.853831636,0,0,0,0,0,133.9708569,66.1753007,53.44150306,0.003775479,0,0,28.9,0.004912544,28.9,,32,
660,0,00:11:00,2023-07-11,17:01:37,2,98.21347054,5,1.47343E-08,4.842839179,0,0,0,0,0,133.7959065,66.15678467,53.27326536,0.003030835,0,0,28.9,0.004764534,28.9,,33,
661,0,00:11:01,2023-07-11,17:01:38,2,98.2252623,5,1.14751E-08,4.829669061,0,0,0,0,0,133.7959065,66.15678467,53.27326536,0.004704838,0,0,28.9,0.004664576,28.9,,33,
662,0,00:11:02,2023-07-11,17:01:39,2,98.22948658,5,8.93681E-09,4.817354963,0,0,0,0,0,133.7959065,66.15678467,53.27326536,0.005131777,0,0,28.9,0.004712908,28.9,,33,
663,0,00:11:03,2023-07-11,17:01:40,2,98.2294665,5,6.95999E-09,4.808910617,0,0,0,0,0,133.7959065,66.15678467,53.27326536,0.003922808,0,0,28.9,0.004759552,28.9,,33,
664,0,00:11:04,2023-07-11,17:01:41,2,98.22896205,5,5.42045E-09,4.801897252,0,0,0,0,0,133.884085,66.13693648,53.38055366,0.003287971,0,0,28.9,0.004531912,28.9,,33,
665,0,00:11:05,2023-07-11,17:01:42,2,98.225879,5,4.22145E-09,4.793533819,0,0,0,0,0,133.884085,66.13693648,53.38055366,0.002754284,0,0,28.9,0.003806769,28.9,,33,
666,0,00:11:06,2023-07-11,17:01:43,2,98.21779191,5,3.28767E-09,4.783765031,0,0,0,0,0,133.884085,66.13693648,53.38055366,0.002715125,0,0,28.9,0.002684282,28.9,,33,
667,0,00:11:07,2023-07-11,17:01:44,2,98.20460016,5,2.56044E-09,4.773556949,0,0,0,0,0,133.884085,66.13693648,53.38055366,0.002620849,0,0,28.9,0.001628943,28.9,,33,
668,0,00:11:08,2023-07-11,17:01:45,2,98.19655917,5,1.99407E-09,4.761963467,0,0,0,0,0,133.8608822,66.15655715,53.34119083,0.002344324,0,0,28.9,0.000916572,28.9,,33,
669,0,00:11:09,2023-07-11,17:01:46,2,98.20406428,5,1.55298E-09,4.749714166,0,0,0,0,0,133.8608822,66.15655715,53.34119083,0.002758982,0,0,28.9,0.000584927,28.9,,33,
670,0,00:11:10,2023-07-11,17:01:47,2,98.22496088,5,1.20947E-09,4.739138829,0,0,0,0,0,133.8608822,66.15655715,53.34119083,0.003954706,0,0,28.9,0.000497323,28.9,,33,
671,0,00:11:11,2023-07-11,17:01:48,2,98.24998743,5,9.41932E-10,4.730269285,0,0,0,0,0,133.8608822,66.15655715,53.34119083,0.003237653,0,0,28.9,0.000488284,28.9,,33,
672,0,00:11:12,2023-07-11,17:01:49,2,98.2674163,5,7.33578E-10,4.72215072,0,0,0,0,0,133.9610362,66.1514307,53.44968943,0.002885499,0,0,28.9,0.000381034,28.9,,33,
673,0,00:11:13,2023-07-11,17:01:50,2,98.26879289,5,5.71311E-10,4.714531149,0,0,0,0,0,133.9610362,66.1514307,53.44968943,0.003036588,0,0,28.9,0.000224279,28.9,,33,
674,0,00:11:14,2023-07-11,17:01:51,2,98.25658308,5,4.44937E-10,4.706958473,0,0,0,0,0,133.9610362,66.1514307,53.44968943,0.003768939,0,0,28.9,0.000172228,28.9,,33,
675,0,00:11:15,2023-07-11,17:01:52,2,98.24152718,5,3.46518E-10,4.701141392,0,0,0,0,0,133.9610362,66.1514307,53.44968943,0.003017823,0,0,28.9,0.000151441,28.9,,33,
676,0,00:11:16,2023-07-11,17:01:53,2,98.23284431,5,2.69868E-10,4.696412519,0,0,0,0,0,133.9305879,66.15027742,53.41878505,0.00287657,0,0,28.9,3.70601E-05,28.9,,33,
677,0,00:11:17,2023-07-11,17:01:54,2,98.23140438,5,2.10174E-10,4.691033477,0,0,0,0,0,133.9305879,66.15027742,53.41878505,0.003478605,0,0,28.9,-2.86424E-05,28.9,,33,
678,0,00:11:18,2023-07-11,17:01:55,2,98.2318794,5,1.63683E-10,4.683984792,0,0,0,0,0,133.9305879,66.15027742,53.41878505,0.002886745,0,0,28.9,0.000107047,28.9,,33,
679,0,00:11:19,2023-07-11,17:01:56,2,98.2273281,5,1.27477E-10,4.67572108,0,0,0,0,0,133.9305879,66.15027742,53.41878505,0.003771283,0,0,28.9,0.000368956,28.9,,33,
680,0,00:11:20,2023-07-11,17:01:57,2,98.21394165,5,9.92789E-11,4.666010743,0,0,0,0,0,133.8711753,66.82925021,52.83951828,0.003691185,0,0,28.9,0.000659414,28.9,,34,
681,0,00:11:21,2023-07-11,17:01:58,2,98.19667286,5,7.73185E-11,4.654933895,0,0,0,0,0,133.8711753,66.82925021,52.83951828,0.017204397,0,0,28.9,0.000905715,28.9,,34,
682,0,00:11:22,2023-07-11,17:01:59,2,98.18116839,5,0.085616021,4.642808121,0.11232576,1,0.08599941,2.25,1.53125,133.8711753,66.82925021,52.83951828,0.014482882,0,0,28.9,0.001171949,28.9,,34,
683,0,00:11:23,2023-07-11,17:02:00,2,98.17080717,5,0.09067008,4.636297684,0,0,0,0,0,133.8711753,66.82925021,52.83951828,0.014663639,0,0,28.9,0.001270912,28.9,,34,
684,0,00:11:24,2023-07-11,17:02:01,2,98.16628904,5,0.070613929,4.648295724,0,0,0,0,0,133.810066,66.95732954,52.6801861,0.01132159,0,0,28.9,0.000909061,28.9,,34,
685,0,00:11:25,2023-07-11,17:02:02,2,98.16761191,5,0.054994183,4.651217764,0,0,0,0,0,133.810066,66.95732954,52.6801861,0.005080486,0,0,28.9,8.91017E-05,28.9,,34,
686,0,00:11:26,2023-07-11,17:02:03,2,98.17396161,5,0.042829513,4.630917829,0,0,0,0,0,133.810066,66.95732954,52.6801861,0.005686861,0,0,28.9,-0.000857058,28.9,,34,
687,0,00:11:27,2023-07-11,17:02:04,2,98.18525928,5,0.033355658,4.600732822,0,0,0,0,0,133.810066,66.95732954,52.6801861,0.004597902,0,0,28.9,-0.001528625,28.9,,34,
688,0,00:11:28,2023-07-11,17:02:05,2,98.20159848,5,0.025977413,4.571115264,0,0,0,0,0,133.5159843,66.9281496,52.39773155,0.006317005,0,0,28.9,-0.001647337,28.9,,34,
689,0,00:11:29,2023-07-11,17:02:06,2,98.21786234,5,0.049134597,4.546422538,0.121893835,1,0.112370879,2.34375,1.84375,133.5159843,66.9281496,52.39773155,0.00376577,0,0,28.9,-0.001227983,28.9,,34,
690,0,00:11:30,2023-07-11,17:02:07,2,98.22633705,5,0.111180947,4.529036267,0,0,0,0,0,133.5159843,66.9281496,52.39773155,0.004735845,0,0,28.9,-0.00072413,28.9,,34,
691,0,00:11:31,2023-07-11,17:02:08,2,98.22865595,5,0.086858794,4.526863789,0,0,0,0,0,133.5159843,66.9281496,52.39773155,0.008124868,0,0,28.9,-0.000430302,28.9,,34,
692,0,00:11:32,2023-07-11,17:02:09,2,98.23257087,5,0.067645697,4.542418912,0,0,0,0,0,133.5105372,67.00584314,52.33425486,0.005538368,0,0,28.9,-0.000100434,28.9,,34,
693,0,00:11:33,2023-07-11,17:02:10,2,98.23966177,5,0.052682522,4.554512344,0,0,0,0,0,133.5105372,67.00584314,52.33425486,0.004194572,0,0,28.9,0.000575783,28.9,,34,
694,0,00:11:34,2023-07-11,17:02:11,2,98.24500201,5,0.041029189,4.561006337,0,0,0,0,0,133.5105372,67.00584314,52.33425486,0.003087828,0,0,28.9,0.001498621,28.9,,34,
695,0,00:11:35,2023-07-11,17:02:12,2,98.24405764,5,0.031953565,4.560657001,0,0,0,0,0,133.5105372,67.00584314,52.33425486,0.003328445,0,0,28.9,0.002556784,28.9,,34,
696,0,00:11:36,2023-07-11,17:02:13,2,98.23858669,5,0.024885461,4.552660173,0,0,0,0,0,133.6526276,67.07876328,52.42684737,0.004085432,0,0,28.9,0.003516072,28.9,,34,
697,0,00:11:37,2023-07-11,17:02:14,2,98.23341562,5,0.019380817,4.540810747,0,0,0,0,0,133.6526276,67.07876328,52.42684737,0.006259556,0,0,28.9,0.004202853,28.9,,34,
698,0,00:11:38,2023-07-11,17:02:15,2,98.23042705,5,0.015093795,4.533447081,0,0,0,0,0,133.6526276,67.07876328,52.42684737,0.004889465,0,0,28.9,0.004617023,28.9,,34,
699,0,00:11:39,2023-07-11,17:02:16,2,98.22754483,5,0.011755059,4.534266626,0,0,0,0,0,133.6526276,67.07876328,52.42684737,0.003224188,0,0,28.9,0.004783254,28.9,,34,
700,0,00:11:40,2023-07-11,17:02:17,2,98.22513275,5,0.00915485,4.536164109,0,0,0,0,0,133.7036442,67.03380984,52.51299718,0.00278399,0,0,28.9,0.004706185,28.9,,35,
701,0,00:11:41,2023-07-11,17:02:18,2,98.22308619,5,0.007129804,4.536396367,0,0,0,0,0,133.7036442,67.03380984,52.51299718,0.002493733,0,0,29,0.004415184,29,,35,
702,0,00:11:42,2023-07-11,17:02:19,2,98.22102011,5,0.005552697,4.533713338,0,0,0,0,0,133.7036442,67.03380984,52.51299718,0.003156935,0,0,28.9,0.003798234,28.9,,35,
703,0,00:11:43,2023-07-11,17:02:20,2,98.22097156,5,0.004324445,4.530839651,0,0,0,0,0,133.7036442,67.03380984,52.51299718,0.004887326,0,0,29,0.002836671,29,,35,
704,0,00:11:44,2023-07-11,17:02:21,2,98.22052741,5,0.003367881,4.54070653,0,0,0,0,0,133.7334611,67.08244426,52.50768674,0.002697544,0,0,28.9,0.001778362,28.9,,35,
705,0,00:11:45,2023-07-11,17:02:22,2,98.22036555,5,0.002622908,4.552580585,0,0,0,0,0,133.7334611,67.08244426,52.50768674,0.003208582,0,0,28.9,0.001011223,28.9,,35,
706,0,00:11:46,2023-07-11,17:02:23,2,98.22849179,5,0.002042723,4.544858579,0,0,0,0,0,133.7334611,67.08244426,52.50768674,0.003006763,0,0,28.9,0.000551366,28.9,,35,
707,0,00:11:47,2023-07-11,17:02:24,2,98.2485771,5,0.001590874,4.521709617,0,0,0,0,0,133.7334611,67.08244426,52.50768674,0.009654431,0,0,28.9,0.000222404,28.9,,35,
708,0,00:11:48,2023-07-11,17:02:25,2,98.2707881,5,0.001238974,4.492975148,0,0,0,0,0,133.4437247,66.70037391,52.49366579,0.007029889,0,0,28.9,3.78065E-05,28.9,,35,
709,0,00:11:49,2023-07-11,17:02:26,2,98.28808837,5,0.057472796,4.464309879,0.565174162,1,0.344403005,1.90625,1.21875,133.4437247,66.70037391,52.49366579,0.005875071,0,0,29,-3.40424E-05,29,,35,
710,0,00:11:50,2023-07-11,17:02:27,2,98.29863894,5,0.529193636,4.446995068,0,0,0,0,0,133.4437247,66.70037391,52.49366579,0.014947423,0,0,29,1.16103E-05,29,,35,
711,0,00:11:51,2023-07-11,17:02:28,2,98.30305113,5,0.421928626,4.500966489,0,0,0,0,0,133.4437247,66.70037391,52.49366579,0.021832357,0,0,29,0.000222514,29,,35,
712,0,00:11:52,2023-07-11,17:02:29,2,98.30470084,5,0.332133965,4.590333767,0.226043206,1,0.120085453,0,1.0625,133.192069,66.49314514,52.39004694,0.04465769,0,0,29,0.000500097,29,,35,
713,0,00:11:53,2023-07-11,17:02:30,2,98.30500342,5,0.279695989,4.652818286,0,0,0,0,0,133.192069,66.49314514,52.39004694,0.036938846,0,0,29,0.000756787,29,,35,
714,0,00:11:54,2023-07-11,17:02:31,2,98.30409126,5,0.218262328,4.720249429,0,0,0,0,0,133.192069,66.49314514,52.39004694,0.02622606,0,0,29,0.001024451,29,,35,
715,0,00:11:55,2023-07-11,17:02:32,2,98.30200196,5,0.169982872,4.774721522,0,0,0,0,0,133.192069,66.49314514,52.39004694,0.013824865,0,0,29,0.001398803,29,,35,
716,0,00:11:56,2023-07-11,17:02:33,2,98.29540807,5,0.132382794,4.807746017,0,0,0,0,0,133.0240741,66.27808594,52.37995335,0.01016473,0,0,29,0.001886234,29,,35,
717,0,00:11:57,2023-07-11,17:02:34,2,98.28386195,5,0.103099823,4.80862757,0,0,0,0,0,133.0240741,66.27808594,52.37995335,0.006130368,0,0,29,0.002353498,29,,35,
718,0,00:11:58,2023-07-11,17:02:35,2,98.26943485,5,0.080294223,4.774011427,0,0,0,0,0,133.0240741,66.27808594,52.37995335,0.009571526,0,0,29,0.002725583,29,,35,
719,0,00:11:59,2023-07-11,17:02:36,2,98.25566253,5,0.062533204,4.739846881,0,0,0,0,0,133.0240741,66.27808594,52.37995335,0.005552898,0,0,29,0.003039442,29,,35,
720,0,00:12:00,2023-07-11,17:02:37,2,98.24464556,5,0.048700908,4.715784949,0,0,0,0,0,133.1320364,66.36107044,52.42822993,0.003228423,0,0,29,0.003285064,29,,36,
721,0,00:12:01,2023-07-11,17:02:38,2,98.23902059,5,0.037928305,4.704712792,0,0,0,0,0,133.1320364,66.36107044,52.42822993,0.00379541,0,0,29,0.003059351,29,,36,
722,0,00:12:02,2023-07-11,17:02:39,2,98.24075816,5,0.029538594,4.703143881,0,0,0,0,0,133.1320364,66.36107044,52.42822993,0.005362164,0,0,29,0.002005199,29,,36,
723,0,00:12:03,2023-07-11,17:02:40,2,98.24401477,5,0.02300468,4.705089842,0,0,0,0,0,133.1320364,66.36107044,52.42822993,0.004234586,0,0,29,0.00031949,29,,36,
724,0,00:12:04,2023-07-11,17:02:41,2,98.24439433,5,0.025632907,4.70175718,0.174450018,1,0.139014858,0,1.59375,133.7243547,66.5005221,52.93556558,0.00438053,0,0,29,-0.001763014,29,,36,
725,0,00:12:05,2023-07-11,17:02:42,2,98.2450396,5,0.163400187,4.695951744,0,0,0,0,0,133.7243547,66.5005221,52.93556558,0.008533969,0,0,29,-0.003861996,29,,36,
726,0,00:12:06,2023-07-11,17:02:43,2,98.24791843,5,0.132309271,4.71268108,0,0,0,0,0,133.7243547,66.5005221,52.93556558,0.010923594,0,0,29,-0.005497116,29,,36,
727,0,00:12:07,2023-07-11,17:02:44,2,98.25237388,5,0.103042564,4.752280847,0,0,0,0,0,133.7243547,66.5005221,52.93556558,0.012177953,0,0,29,-0.006269072,29,,36,
728,0,00:12:08,2023-07-11,17:02:45,2,98.25725392,5,0.139530959,4.784362042,0.311269484,1,0.141043985,1.375,0.90625,132.6313051,66.35843157,51.91480171,0.008461584,0,0,29,-0.005671121,29,,36,
729,0,00:12:09,2023-07-11,17:02:46,2,98.26569803,5,0.285734429,4.800057318,0,0,0,0,0,132.6313051,66.35843157,51.91480171,0.004385827,0,0,29,-0.003269409,29,,36,
730,0,00:12:10,2023-07-11,17:02:47,2,98.27778697,5,0.226698425,4.830700647,0.09797877,1,0.033680202,0,0.6875,132.6313051,66.35843157,51.91480171,0.006275763,0,0,29,0.000883951,29,,36,
731,0,00:12:11,2023-07-11,17:02:48,2,98.28927156,5,0.189558992,4.841597638,0.078911108,1,0.020960763,0,0.53125,132.6313051,66.35843157,51.91480171,0.006958719,0,0,29,0.006416789,29,,36,
732,0,00:12:12,2023-07-11,17:02:49,2,98.30001347,5,0.151068759,4.859254438,0,0,0,0,0,132.6043566,66.37367502,51.87562003,0.008711571,0,0,29,0.012420436,29,,36,
733,0,00:12:13,2023-07-11,17:02:50,2,98.30867123,5,0.117652468,4.881986094,0,0,0,0,0,132.6043566,66.37367502,51.87562003,0.008309258,0,0,29,0.017399262,29,,36,
734,0,00:12:14,2023-07-11,17:02:51,2,98.3156324,5,0.091627834,4.901968804,0,0,0,0,0,132.6043566,66.37367502,51.87562003,0.004780457,0,0,29,0.0201091,29,,36,
735,0,00:12:15,2023-07-11,17:02:52,2,98.31721296,5,0.071359829,4.91497449,0,0,0,0,0,132.6043566,66.37367502,51.87562003,0.003730261,0,0,29,0.020151018,29,,36,
736,0,00:12:16,2023-07-11,17:02:53,2,98.30672787,5,0.055575091,4.921479254,0,0,0,0,0,132.903819,66.4940417,52.09235047,0.004811481,0,0,29,0.017617155,29,,36,
737,0,00:12:17,2023-07-11,17:02:54,2,98.28005331,5,0.043281924,4.923884574,0,0,0,0,0,132.903819,66.4940417,52.09235047,0.005186606,0,0,29,0.013170724,29,,36,
738,0,00:12:18,2023-07-11,17:02:55,2,98.23696097,5,0.033707996,4.92329985,0,0,0,0,0,132.903819,66.4940417,52.09235047,0.00341441,0,0,29,0.008399382,29,,36,
739,0,00:12:19,2023-07-11,17:02:56,2,98.18664106,5,0.026251814,4.91975561,0,0,0,0,0,132.903819,66.4940417,52.09235047,0.004049597,0,0,29,0.004697468,29,,36,
740,0,00:12:20,2023-07-11,17:02:57,2,98.14363475,5,0.020444933,4.918227497,0,0,0,0,0,133.2074285,66.63811997,52.29651929,0.004739405,0,0,29,0.002465429,29,,37,
741,0,00:12:21,2023-07-11,17:02:58,2,98.12289777,5,0.01592253,4.92659734,0,0,0,0,0,133.2074285,66.63811997,52.29651929,0.003849726,0,0,29,0.001432259,29,,37,
742,0,00:12:22,2023-07-11,17:02:59,2,98.14054092,5,0.012400479,4.939286363,0,0,0,0,0,133.2074285,66.63811997,52.29651929,0.002899653,0,0,29,0.001066011,29,,37,
